SampleName	Modified	Path	R1	R2	M1
18-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/18-P_S37_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/18-P_S37_L001_R2_001.fastq.gz	12.98%
20-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/20-P_S38_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/20-P_S38_L001_R2_001.fastq.gz	0.12%
21-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/21-P_S39_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/21-P_S39_L001_R2_001.fastq.gz	0.47%
22-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/22-P_S40_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/22-P_S40_L001_R2_001.fastq.gz	5.19%
41-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/41-P_S41_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/41-P_S41_L001_R2_001.fastq.gz	49.92%
48-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/48-P_S42_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/48-P_S42_L001_R2_001.fastq.gz	90.22%
6-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/6-P_S36_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/6-P_S36_L001_R2_001.fastq.gz	58.45%
68-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/68-P_S43_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/68-P_S43_L001_R2_001.fastq.gz	86.43%
69-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/69-P_S44_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/69-P_S44_L001_R2_001.fastq.gz	3.60%
70-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/70-P_S45_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/70-P_S45_L001_R2_001.fastq.gz	3.77%
71-P	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/71-P_S46_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/NAU/71-P_S46_L001_R2_001.fastq.gz	91.40%
AZ_GAS_TG93633	2016-12-01	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93633_S15_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93633_S15_L001_R2_001.fastq.gz	92.51%
AZ_GAS_TG93637	2016-12-01	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93637_S16_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93637_S16_L001_R2_001.fastq.gz	92.27%
AZ_GAS_TG93641	2016-12-01	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93641_S17_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93641_S17_L001_R2_001.fastq.gz	98.69%
AZ_GAS_TG93645	2016-12-01	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93645_S18_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0346/CPHCP_AZ_GAS/AZ_GAS_TG93645_S18_L001_R2_001.fastq.gz	91.89%
GAS-FMCTG95157-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95157-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95157-xx-CL-USA-2017-040-JB/GAS-FMCTG95157-xx-CL-USA-2017-040-JB_S1_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95157-xx-CL-USA-2017-040-JB/GAS-FMCTG95157-xx-CL-USA-2017-040-JB_S1_L001_R2_001.fastq.gz	91.38%
GAS-FMCTG95165-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95165-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95165-xx-CL-USA-2017-040-JB/GAS-FMCTG95165-xx-CL-USA-2017-040-JB_S3_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95165-xx-CL-USA-2017-040-JB/GAS-FMCTG95165-xx-CL-USA-2017-040-JB_S3_L001_R2_001.fastq.gz	91.28%
GAS-FMCTG95169-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95169-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95169-xx-CL-USA-2017-040-JB/GAS-FMCTG95169-xx-CL-USA-2017-040-JB_S4_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95169-xx-CL-USA-2017-040-JB/GAS-FMCTG95169-xx-CL-USA-2017-040-JB_S4_L001_R2_001.fastq.gz	98.69%
GAS-FMCTG95305-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95305-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95305-xx-CL-USA-2017-040-JB/GAS-FMCTG95305-xx-CL-USA-2017-040-JB_S5_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95305-xx-CL-USA-2017-040-JB/GAS-FMCTG95305-xx-CL-USA-2017-040-JB_S5_L001_R2_001.fastq.gz	91.83%
GAS-FMCTG95309-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95309-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95309-xx-CL-USA-2017-040-JB/GAS-FMCTG95309-xx-CL-USA-2017-040-JB_S6_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95309-xx-CL-USA-2017-040-JB/GAS-FMCTG95309-xx-CL-USA-2017-040-JB_S6_L001_R2_001.fastq.gz	92.41%
GAS-FMCTG95313-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95313-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95313-xx-CL-USA-2017-040-JB/GAS-FMCTG95313-xx-CL-USA-2017-040-JB_S7_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95313-xx-CL-USA-2017-040-JB/GAS-FMCTG95313-xx-CL-USA-2017-040-JB_S7_L001_R2_001.fastq.gz	92.25%
GAS-FMCTG95589-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95589-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95589-xx-CL-USA-2017-040-JB/GAS-FMCTG95589-xx-CL-USA-2017-040-JB_S8_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG95589-xx-CL-USA-2017-040-JB/GAS-FMCTG95589-xx-CL-USA-2017-040-JB_S8_L001_R2_001.fastq.gz	91.18%
GAS-FMCTG98519-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98519-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98519-xx-CL-USA-2017-040-JB/GAS-FMCTG98519-xx-CL-USA-2017-040-JB_S9_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98519-xx-CL-USA-2017-040-JB/GAS-FMCTG98519-xx-CL-USA-2017-040-JB_S9_L001_R2_001.fastq.gz	89.09%
GAS-FMCTG98523-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98523-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98523-xx-CL-USA-2017-040-JB/GAS-FMCTG98523-xx-CL-USA-2017-040-JB_S10_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98523-xx-CL-USA-2017-040-JB/GAS-FMCTG98523-xx-CL-USA-2017-040-JB_S10_L001_R2_001.fastq.gz	91.80%
GAS-FMCTG98527-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98527-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98527-xx-CL-USA-2017-040-JB/GAS-FMCTG98527-xx-CL-USA-2017-040-JB_S11_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98527-xx-CL-USA-2017-040-JB/GAS-FMCTG98527-xx-CL-USA-2017-040-JB_S11_L001_R2_001.fastq.gz	71.95%
GAS-FMCTG98531-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98531-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98531-xx-CL-USA-2017-040-JB/GAS-FMCTG98531-xx-CL-USA-2017-040-JB_S12_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98531-xx-CL-USA-2017-040-JB/GAS-FMCTG98531-xx-CL-USA-2017-040-JB_S12_L001_R2_001.fastq.gz	92.14%
GAS-FMCTG98535-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98535-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98535-xx-CL-USA-2017-040-JB/GAS-FMCTG98535-xx-CL-USA-2017-040-JB_S13_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98535-xx-CL-USA-2017-040-JB/GAS-FMCTG98535-xx-CL-USA-2017-040-JB_S13_L001_R2_001.fastq.gz	89.32%
GAS-FMCTG98539-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98539-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98539-xx-CL-USA-2017-040-JB/GAS-FMCTG98539-xx-CL-USA-2017-040-JB_S14_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98539-xx-CL-USA-2017-040-JB/GAS-FMCTG98539-xx-CL-USA-2017-040-JB_S14_L001_R2_001.fastq.gz	90.00%
GAS-FMCTG98543-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98543-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98543-xx-CL-USA-2017-040-JB/GAS-FMCTG98543-xx-CL-USA-2017-040-JB_S15_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98543-xx-CL-USA-2017-040-JB/GAS-FMCTG98543-xx-CL-USA-2017-040-JB_S15_L001_R2_001.fastq.gz	91.68%
GAS-FMCTG98547-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98547-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98547-xx-CL-USA-2017-040-JB/GAS-FMCTG98547-xx-CL-USA-2017-040-JB_S16_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98547-xx-CL-USA-2017-040-JB/GAS-FMCTG98547-xx-CL-USA-2017-040-JB_S16_L001_R2_001.fastq.gz	88.76%
GAS-FMCTG98551-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98551-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98551-xx-CL-USA-2017-040-JB/GAS-FMCTG98551-xx-CL-USA-2017-040-JB_S17_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98551-xx-CL-USA-2017-040-JB/GAS-FMCTG98551-xx-CL-USA-2017-040-JB_S17_L001_R2_001.fastq.gz	88.50%
GAS-FMCTG98555-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98555-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98555-xx-CL-USA-2017-040-JB/GAS-FMCTG98555-xx-CL-USA-2017-040-JB_S18_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98555-xx-CL-USA-2017-040-JB/GAS-FMCTG98555-xx-CL-USA-2017-040-JB_S18_L001_R2_001.fastq.gz	90.74%
GAS-FMCTG98559-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98559-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98559-xx-CL-USA-2017-040-JB/GAS-FMCTG98559-xx-CL-USA-2017-040-JB_S19_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98559-xx-CL-USA-2017-040-JB/GAS-FMCTG98559-xx-CL-USA-2017-040-JB_S19_L001_R2_001.fastq.gz	0.00%
GAS-FMCTG98563-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98563-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98563-xx-CL-USA-2017-040-JB/GAS-FMCTG98563-xx-CL-USA-2017-040-JB_S20_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98563-xx-CL-USA-2017-040-JB/GAS-FMCTG98563-xx-CL-USA-2017-040-JB_S20_L001_R2_001.fastq.gz	89.38%
GAS-FMCTG98567-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98567-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98567-xx-CL-USA-2017-040-JB/GAS-FMCTG98567-xx-CL-USA-2017-040-JB_S21_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98567-xx-CL-USA-2017-040-JB/GAS-FMCTG98567-xx-CL-USA-2017-040-JB_S21_L001_R2_001.fastq.gz	89.80%
GAS-FMCTG98571-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98571-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98571-xx-CL-USA-2017-040-JB/GAS-FMCTG98571-xx-CL-USA-2017-040-JB_S22_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98571-xx-CL-USA-2017-040-JB/GAS-FMCTG98571-xx-CL-USA-2017-040-JB_S22_L001_R2_001.fastq.gz	88.92%
GAS-FMCTG98767-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98767-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98767-xx-CL-USA-2017-040-JB/GAS-FMCTG98767-xx-CL-USA-2017-040-JB_S23_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98767-xx-CL-USA-2017-040-JB/GAS-FMCTG98767-xx-CL-USA-2017-040-JB_S23_L001_R2_001.fastq.gz	91.71%
GAS-FMCTG98887-xx-CL-USA-2017-040-JB	2017-09-22	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98887-xx-CL-USA-2017-040-JB/	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98887-xx-CL-USA-2017-040-JB/GAS-FMCTG98887-xx-CL-USA-2017-040-JB_S24_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0442_8bp/PH-CDC-FMC/SE-FMCTG98887-xx-CL-USA-2017-040-JB/GAS-FMCTG98887-xx-CL-USA-2017-040-JB_S24_L001_R2_001.fastq.gz	91.19%
GAS-TG101577-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG101577-xx-CL-USA-xxxx-081-JB_S35_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG101577-xx-CL-USA-xxxx-081-JB_S35_L001_R2_001.fastq.gz	91.95%
GAS-TG102851-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102851-xx-CL-USA-xxxx-081-JB_S26_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102851-xx-CL-USA-xxxx-081-JB_S26_L001_R2_001.fastq.gz	88.33%
GAS-TG102855-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102855-xx-CL-USA-xxxx-081-JB_S27_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102855-xx-CL-USA-xxxx-081-JB_S27_L001_R2_001.fastq.gz	98.59%
GAS-TG102859-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102859-xx-CL-USA-xxxx-081-JB_S28_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102859-xx-CL-USA-xxxx-081-JB_S28_L001_R2_001.fastq.gz	89.83%
GAS-TG102863-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102863-xx-CL-USA-xxxx-081-JB_S29_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102863-xx-CL-USA-xxxx-081-JB_S29_L001_R2_001.fastq.gz	90.78%
