SampleName	Modified	Path	R1	R2	M1
GAS-TG102867-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102867-xx-CL-USA-xxxx-081-JB_S30_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102867-xx-CL-USA-xxxx-081-JB_S30_L001_R2_001.fastq.gz	88.77%
GAS-TG102871-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102871-xx-CL-USA-xxxx-081-JB_S31_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102871-xx-CL-USA-xxxx-081-JB_S31_L001_R2_001.fastq.gz	88.87%
GAS-TG102875-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102875-xx-CL-USA-xxxx-081-JB_S32_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102875-xx-CL-USA-xxxx-081-JB_S32_L001_R2_001.fastq.gz	87.85%
GAS-TG102879-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102879-xx-CL-USA-xxxx-081-JB_S33_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102879-xx-CL-USA-xxxx-081-JB_S33_L001_R2_001.fastq.gz	88.70%
GAS-TG102883-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102883-xx-CL-USA-xxxx-081-JB_S34_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG102883-xx-CL-USA-xxxx-081-JB_S34_L001_R2_001.fastq.gz	89.17%
GAS-TG104292-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG104292-xx-CL-USA-xxxx-081-JB_S36_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG104292-xx-CL-USA-xxxx-081-JB_S36_L001_R2_001.fastq.gz	91.87%
GAS-TG104296-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG104296-xx-CL-USA-xxxx-081-JB_S37_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG104296-xx-CL-USA-xxxx-081-JB_S37_L001_R2_001.fastq.gz	92.21%
GAS-TG106285-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG106285-xx-CL-USA-xxxx-081-JB_S38_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG106285-xx-CL-USA-xxxx-081-JB_S38_L001_R2_001.fastq.gz	89.98%
GAS-TG110871-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110871-xx-CL-USA-xxxx-081-JB_S39_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110871-xx-CL-USA-xxxx-081-JB_S39_L001_R2_001.fastq.gz	98.22%
GAS-TG110875-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110875-xx-CL-USA-xxxx-081-JB_S40_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110875-xx-CL-USA-xxxx-081-JB_S40_L001_R2_001.fastq.gz	89.64%
GAS-TG110879-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110879-xx-CL-USA-xxxx-081-JB_S41_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110879-xx-CL-USA-xxxx-081-JB_S41_L001_R2_001.fastq.gz	90.62%
GAS-TG110883-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110883-xx-CL-USA-xxxx-081-JB_S42_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110883-xx-CL-USA-xxxx-081-JB_S42_L001_R2_001.fastq.gz	89.91%
GAS-TG110887-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110887-xx-CL-USA-xxxx-081-JB_S43_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG110887-xx-CL-USA-xxxx-081-JB_S43_L001_R2_001.fastq.gz	87.62%
GAS-TG113124-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG113124-xx-CL-USA-2018-081-JB_S131_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG113124-xx-CL-USA-2018-081-JB_S131_L001_R2_001.fastq.gz	92.23%
GAS-TG113128-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG113128-xx-CL-USA-2018-081-JB_S132_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG113128-xx-CL-USA-2018-081-JB_S132_L001_R2_001.fastq.gz	90.24%
GAS-TG114435-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114435-xx-CL-USA-2018-081-JB_S133_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114435-xx-CL-USA-2018-081-JB_S133_L001_R2_001.fastq.gz	90.22%
GAS-TG114439-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114439-xx-CL-USA-2018-081-JB_S134_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114439-xx-CL-USA-2018-081-JB_S134_L001_R2_001.fastq.gz	90.19%
GAS-TG114447-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114447-xx-CL-USA-2018-081-JB_S135_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114447-xx-CL-USA-2018-081-JB_S135_L001_R2_001.fastq.gz	89.91%
GAS-TG114455-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114455-xx-CL-USA-2018-081-JB_S136_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114455-xx-CL-USA-2018-081-JB_S136_L001_R2_001.fastq.gz	90.21%
GAS-TG114459-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114459-xx-CL-USA-2018-081-JB_S137_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114459-xx-CL-USA-2018-081-JB_S137_L001_R2_001.fastq.gz	98.70%
GAS-TG114463-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114463-xx-CL-USA-2018-081-JB_S138_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114463-xx-CL-USA-2018-081-JB_S138_L001_R2_001.fastq.gz	92.28%
GAS-TG114467-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114467-xx-CL-USA-2018-081-JB_S139_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114467-xx-CL-USA-2018-081-JB_S139_L001_R2_001.fastq.gz	98.70%
GAS-TG114471-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114471-xx-CL-USA-2018-081-JB_S140_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114471-xx-CL-USA-2018-081-JB_S140_L001_R2_001.fastq.gz	89.13%
GAS-TG114475-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114475-xx-CL-USA-2018-081-JB_S141_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114475-xx-CL-USA-2018-081-JB_S141_L001_R2_001.fastq.gz	91.92%
GAS-TG114479-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114479-xx-CL-USA-2018-081-JB_S142_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114479-xx-CL-USA-2018-081-JB_S142_L001_R2_001.fastq.gz	98.70%
GAS-TG114483-xx-CL-USA-2018-081-JB	2018-03-14	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114483-xx-CL-USA-2018-081-JB_S143_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0511/PMI-TGN_Bowers_PH-MISC/GAS-TG114483-xx-CL-USA-2018-081-JB_S143_L001_R2_001.fastq.gz	92.24%
GAS-TG132840-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132840-095_S1_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132840-095_S1_L001_R2_001.fastq.gz	92.41%
GAS-TG132844-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132844-095_S2_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132844-095_S2_L001_R2_001.fastq.gz	89.99%
GAS-TG132852-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132852-095_S3_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132852-095_S3_L001_R2_001.fastq.gz	91.91%
GAS-TG132860-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132860-095_S4_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132860-095_S4_L001_R2_001.fastq.gz	90.39%
GAS-TG132864-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132864-095_S5_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132864-095_S5_L001_R2_001.fastq.gz	49.68%
GAS-TG132868-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132868-095_S6_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132868-095_S6_L001_R2_001.fastq.gz	91.40%
GAS-TG132872-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132872-095_S7_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132872-095_S7_L001_R2_001.fastq.gz	91.43%
GAS-TG132876-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132876-095_S8_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132876-095_S8_L001_R2_001.fastq.gz	91.70%
GAS-TG132880-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132880-095_S9_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132880-095_S9_L001_R2_001.fastq.gz	91.79%
GAS-TG132884-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132884-095_S10_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132884-095_S10_L001_R2_001.fastq.gz	92.10%
GAS-TG132888-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132888-095_S11_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132888-095_S11_L001_R2_001.fastq.gz	89.85%
GAS-TG132892-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132892-095_S12_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132892-095_S12_L001_R2_001.fastq.gz	4.12%
GAS-TG132896-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132896-095_S13_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132896-095_S13_L001_R2_001.fastq.gz	5.53%
GAS-TG132900-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132900-095_S14_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132900-095_S14_L001_R2_001.fastq.gz	5.02%
GAS-TG132904-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132904-095_S15_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132904-095_S15_L001_R2_001.fastq.gz	91.90%
GAS-TG132908-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132908-095_S16_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132908-095_S16_L001_R2_001.fastq.gz	91.31%
GAS-TG132912-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132912-095_S17_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132912-095_S17_L001_R2_001.fastq.gz	92.55%
GAS-TG132916-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132916-095_S18_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132916-095_S18_L001_R2_001.fastq.gz	89.96%
GAS-TG132920-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132920-095_S19_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132920-095_S19_L001_R2_001.fastq.gz	92.16%
GAS-TG132924-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132924-095_S20_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132924-095_S20_L001_R2_001.fastq.gz	90.32%
GAS-TG132928-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132928-095_S21_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG132928-095_S21_L001_R2_001.fastq.gz	0.22%
