SampleName	Modified	Path	R1	R2	M1
GAS-TG133140-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133140-095_S73_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133140-095_S73_L001_R2_001.fastq.gz	93.91%
GAS-TG133144-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133144-095_S74_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133144-095_S74_L001_R2_001.fastq.gz	92.52%
GAS-TG133148-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133148-095_S75_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133148-095_S75_L001_R2_001.fastq.gz	92.28%
GAS-TG133152-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133152-095_S76_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133152-095_S76_L001_R2_001.fastq.gz	91.28%
GAS-TG133156-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133156-095_S78_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133156-095_S78_L001_R2_001.fastq.gz	90.71%
GAS-TG133160-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133160-095_S79_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133160-095_S79_L001_R2_001.fastq.gz	89.99%
GAS-TG133164-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133164-095_S80_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133164-095_S80_L001_R2_001.fastq.gz	91.39%
GAS-TG133168-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133168-095_S81_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133168-095_S81_L001_R2_001.fastq.gz	92.32%
GAS-TG133172-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133172-095_S82_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133172-095_S82_L001_R2_001.fastq.gz	92.28%
GAS-TG133176-095	2019-01-25	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133176-095_S83_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiniSeq0024/PMI-TGN_Bowers_PH-GAS/GAS-TG133176-095_S83_L001_R2_001.fastq.gz	0.00%
GAS-TG95161-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG95161-xx-CL-USA-xxxx-081-JB_S24_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG95161-xx-CL-USA-xxxx-081-JB_S24_L001_R2_001.fastq.gz	20.73%
GAS-TG98555-xx-CL-USA-xxxx-081-JB	2018-02-07	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG98555-xx-CL-USA-xxxx-081-JB_S25_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0493/PMI-TGN_Bowers_PH-MISC/GAS-TG98555-xx-CL-USA-xxxx-081-JB_S25_L001_R2_001.fastq.gz	88.38%
GAS1	2018-08-24	/scratch/TGenNextGen/TGN-MiSeq0586/	/scratch/TGenNextGen/TGN-MiSeq0586/GAS1_S23_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0586/GAS1_S23_L001_R2_001.fastq.gz	0.62%
GAS2	2018-08-24	/scratch/TGenNextGen/TGN-MiSeq0586/	/scratch/TGenNextGen/TGN-MiSeq0586/GAS2_S24_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0586/GAS2_S24_L001_R2_001.fastq.gz	86.34%
GAS_TG93649	2017-01-09	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93649_S1_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93649_S1_L001_R2_001.fastq.gz	76.59%
GAS_TG93653	2017-01-09	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93653_S2_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93653_S2_L001_R2_001.fastq.gz	86.25%
GAS_TG93657	2017-01-09	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93657_S3_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93657_S3_L001_R2_001.fastq.gz	80.16%
GAS_TG93661	2017-01-09	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93661_S4_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0355/GAS/GAS_TG93661_S4_L001_R2_001.fastq.gz	79.09%
GAS_TG93665	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93665_S91_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93665_S91_L001_R2_001.fastq.gz	92.38%
GAS_TG93669	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93669_S92_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93669_S92_L001_R2_001.fastq.gz	91.26%
GAS_TG93673	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93673_S93_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93673_S93_L001_R2_001.fastq.gz	90.15%
GAS_TG93677	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93677_S94_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93677_S94_L001_R2_001.fastq.gz	90.17%
GAS_TG93681	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93681_S95_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93681_S95_L001_R2_001.fastq.gz	90.17%
GAS_TG93685	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93685_S96_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93685_S96_L001_R2_001.fastq.gz	98.48%
GAS_TG93689	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93689_S97_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93689_S97_L001_R2_001.fastq.gz	89.45%
GAS_TG93693	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93693_S98_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93693_S98_L001_R2_001.fastq.gz	90.15%
GAS_TG93697	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93697_S99_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93697_S99_L001_R2_001.fastq.gz	98.33%
GAS_TG93701	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93701_S100_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93701_S100_L001_R2_001.fastq.gz	89.76%
GAS_TG93705	2017-02-02	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93705_S101_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0363/CPHCP_GAS/GAS_TG93705_S101_L001_R2_001.fastq.gz	90.00%
GAS_TG93957	2017-02-27	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/GAS_TG93957_S17_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/GAS_TG93957_S17_L001_R2_001.fastq.gz	97.87%
GAS_TG93961	2017-02-27	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/GAS_TG93961_S18_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0366/CPHCP_GAS/GAS_TG93961_S18_L001_R2_001.fastq.gz	90.19%
SA-GAS1011-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1011-095_S8_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1011-095_S8_L001_R2_001.fastq.gz	89.10%
SA-GAS1014-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1014-095_S9_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1014-095_S9_L001_R2_001.fastq.gz	91.12%
SA-GAS1015-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1015-095_S10_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1015-095_S10_L001_R2_001.fastq.gz	91.20%
SA-GAS1017-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1017-095_S11_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1017-095_S11_L001_R2_001.fastq.gz	91.25%
SA-GAS1018-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1018-095_S12_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1018-095_S12_L001_R2_001.fastq.gz	92.36%
SA-GAS1019-095	2019-03-18	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1019-095_S13_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0686/PMI-TGN_Bowers_PH-GAS/SA-GAS1019-095_S13_L001_R2_001.fastq.gz	90.25%
Streptococcus-Group-A-TG93453	2016-07-29	/scratch/TGenNextGen/TGN-MiSeq0309/	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93453_S166_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93453_S166_L001_R2_001.fastq.gz	98.68%
Streptococcus-Group-A-TG93457	2016-07-29	/scratch/TGenNextGen/TGN-MiSeq0309/	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93457_S167_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93457_S167_L001_R2_001.fastq.gz	98.69%
Streptococcus-Group-A-TG93461	2016-07-29	/scratch/TGenNextGen/TGN-MiSeq0309/	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93461_S168_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93461_S168_L001_R2_001.fastq.gz	91.15%
Streptococcus-Group-A-TG93465	2016-07-29	/scratch/TGenNextGen/TGN-MiSeq0309/	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93465_S169_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93465_S169_L001_R2_001.fastq.gz	92.47%
Streptococcus-Group-A-TG93469	2016-07-29	/scratch/TGenNextGen/TGN-MiSeq0309/	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93469_S170_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0309/Streptococcus-Group-A-TG93469_S170_L001_R2_001.fastq.gz	0.13%
Streptococcus-group-A-TG93481	2016-08-17	/scratch/TGenNextGen/TGN-MiSeq0314/	/scratch/TGenNextGen/TGN-MiSeq0314/Streptococcus-group-A-TG93481_S27_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0314/Streptococcus-group-A-TG93481_S27_L001_R2_001.fastq.gz	92.38%
Streptococcus-group-A-TG93485	2016-08-17	/scratch/TGenNextGen/TGN-MiSeq0314/	/scratch/TGenNextGen/TGN-MiSeq0314/Streptococcus-group-A-TG93485_S28_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0314/Streptococcus-group-A-TG93485_S28_L001_R2_001.fastq.gz	89.24%
TG116723	2018-05-15	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116723_S22_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116723_S22_L001_R2_001.fastq.gz	94.19%
TG116727	2018-05-15	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116727_S23_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116727_S23_L001_R2_001.fastq.gz	86.21%
TG116731	2018-05-15	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116731_S24_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0542/GAS/TG116731_S24_L001_R2_001.fastq.gz	90.45%
TG128492	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128492_S29_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128492_S29_L001_R2_001.fastq.gz	87.80%
TG128496	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128496_S30_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128496_S30_L001_R2_001.fastq.gz	88.95%
TG128500	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128500_S31_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128500_S31_L001_R2_001.fastq.gz	87.13%
TG128504	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128504_S32_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128504_S32_L001_R2_001.fastq.gz	90.77%
TG128508	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128508_S33_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128508_S33_L001_R2_001.fastq.gz	98.53%
TG128512	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128512_S34_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128512_S34_L001_R2_001.fastq.gz	91.00%
TG128516	2018-09-14	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128516_S35_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0596/FMC/TG128516_S35_L001_R2_001.fastq.gz	91.78%
TG93617	2016-11-18	/scratch/TGenNextGen/TGN-MiSeq0343/	/scratch/TGenNextGen/TGN-MiSeq0343/TG93617_S1_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0343/TG93617_S1_L001_R2_001.fastq.gz	92.43%
TG93621	2016-11-18	/scratch/TGenNextGen/TGN-MiSeq0343/	/scratch/TGenNextGen/TGN-MiSeq0343/TG93621_S2_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0343/TG93621_S2_L001_R2_001.fastq.gz	90.07%
TG93625	2016-11-18	/scratch/TGenNextGen/TGN-MiSeq0343/	/scratch/TGenNextGen/TGN-MiSeq0343/TG93625_S3_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0343/TG93625_S3_L001_R2_001.fastq.gz	90.50%
TG93629	2016-11-18	/scratch/TGenNextGen/TGN-MiSeq0343/	/scratch/TGenNextGen/TGN-MiSeq0343/TG93629_S4_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0343/TG93629_S4_L001_R2_001.fastq.gz	92.42%
TG93965	2017-04-07	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93965_S72_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93965_S72_L001_R2_001.fastq.gz	90.22%
TG93969	2017-04-07	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93969_S73_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93969_S73_L001_R2_001.fastq.gz	90.22%
TG93989	2017-04-07	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93989_S74_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93989_S74_L001_R2_001.fastq.gz	67.80%
TG93993	2017-04-07	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93993_S75_L001_R1_001.fastq.gz	/scratch/TGenNextGen/TGN-MiSeq0385/GAS/TG93993_S75_L001_R2_001.fastq.gz	89.93%
AZ-TG95717	2017-09-11	/scratch/mvalentine/Yuma/Salmonella/	/scratch/mvalentine/Yuma/Salmonella/AZ-TG95717_S10_L001_R1_001.fastq.gz	/scratch/mvalentine/Yuma/Salmonella/AZ-TG95717_S10_L001_R2_001.fastq.gz	-
